date,monitoring_location,daily_total
2021-09-16,5 Street North of 9 Ave SW,721
2021-09-16,9 Ave West of 4 Street SE,134
2021-09-16,Bow River Pathway,1009
2021-09-16,Edmonton Tr North of Memorial Dr,131
2021-09-16,Inglewood Bird Sanctuary,318
2021-09-16,Memorial Drive at 19 St NW,994
2021-09-16,Memorial Drive at Prince's Island,858
2021-09-16,Nose Creek,505
2021-09-16,Peace Bridge,1196
2021-09-16,South Glenmore,756
2021-09-17,10 Street North of 5 Ave NW,304
2021-09-17,12 Ave West of 2 St SW,436
2021-09-17,12 Ave West of 3 St SE,388
2021-09-17,12 Ave West of 8 St SW,493
2021-09-17,5 Street North of 15 Ave SW,436
2021-09-17,5 Street North of 5 Ave SW,486
2021-09-17,5 Street North of 9 Ave SW,721
2021-09-17,9 Ave West of 4 Street SE,190
2021-09-17,Bow River Pathway,875
2021-09-17,Edmonton Tr North of Memorial Dr,174
2021-09-17,Inglewood Bird Sanctuary,317
2021-09-17,Memorial Drive at 19 St NW,869
2021-09-17,Memorial Drive at Prince's Island,725
2021-09-17,Nose Creek,459
2021-09-17,Peace Bridge,1445
2021-09-17,South Glenmore,2224
2021-09-18,10 Street North of 5 Ave NW,283
2021-09-18,12 Ave West of 2 St SW,508
2021-09-18,12 Ave West of 3 St SE,553
2021-09-18,12 Ave West of 8 St SW,510
2021-09-18,5 Street North of 15 Ave SW,510
2021-09-18,5 Street North of 5 Ave SW,450
2021-09-18,5 Street North of 9 Ave SW,649
2021-09-18,9 Ave West of 4 Street SE,142
2021-09-18,Bow River Pathway,1388
2021-09-18,Edmonton Tr North of Memorial Dr,183
2021-09-18,Inglewood Bird Sanctuary,845
2021-09-18,Memorial Drive at 19 St NW,1665
2021-09-18,Memorial Drive at Prince's Island,448
2021-09-18,Nose Creek,942
2021-09-18,Peace Bridge,2248
2021-09-18,South Glenmore,933
2021-09-19,10 Street North of 5 Ave NW,251
2021-09-19,12 Ave West of 2 St SW,513
2021-09-19,12 Ave West of 3 St SE,539
2021-09-19,12 Ave West of 8 St SW,441
2021-09-19,5 Street North of 15 Ave SW,358
2021-09-19,5 Street North of 5 Ave SW,347
2021-09-19,5 Street North of 9 Ave SW,516
2021-09-19,9 Ave West of 4 Street SE,113
2021-09-19,Bow River Pathway,1170
2021-09-19,Edmonton Tr North of Memorial Dr,199
2021-09-19,Inglewood Bird Sanctuary,683
2021-09-19,Memorial Drive at 19 St NW,1539
2021-09-19,Memorial Drive at Prince's Island,724
2021-09-19,Nose Creek,688
2021-09-19,Peace Bridge,1866
2021-09-19,South Glenmore,1720
2021-09-20,10 Street North of 5 Ave NW,325
2021-09-20,12 Ave West of 2 St SW,467
2021-09-20,12 Ave West of 3 St SE,342
2021-09-20,12 Ave West of 8 St SW,497
2021-09-20,5 Street North of 15 Ave SW,413
2021-09-20,5 Street North of 5 Ave SW,516
2021-09-20,5 Street North of 9 Ave SW,683
2021-09-20,9 Ave West of 4 Street SE,122
2021-09-20,Bow River Pathway,929
2021-09-20,Edmonton Tr North of Memorial Dr,124
2021-09-20,Inglewood Bird Sanctuary,326
2021-09-20,Memorial Drive at 19 St NW,911
2021-09-20,Memorial Drive at Prince's Island,717
2021-09-20,Nose Creek,432
2021-09-20,Peace Bridge,1092
2021-09-20,South Glenmore,1211
2021-09-21,10 Street North of 5 Ave NW,381
2021-09-21,12 Ave West of 2 St SW,569
2021-09-21,12 Ave West of 3 St SE,454
2021-09-21,12 Ave West of 8 St SW,581
2021-09-21,5 Street North of 15 Ave SW,577
2021-09-21,5 Street North of 5 Ave SW,682
2021-09-21,5 Street North of 9 Ave SW,902
2021-09-21,9 Ave West of 4 Street SE,157
2021-09-21,Bow River Pathway,1499
2021-09-21,Edmonton Tr North of Memorial Dr,187
2021-09-21,Inglewood Bird Sanctuary,637
2021-09-21,Memorial Drive at 19 St NW,1356
2021-09-21,Memorial Drive at Prince's Island,1167
2021-09-21,Nose Creek,699
2021-09-21,Peace Bridge,1518
2021-09-21,South Glenmore,2571
2021-09-22,10 Street North of 5 Ave NW,347
2021-09-22,12 Ave West of 2 St SW,493
2021-09-22,12 Ave West of 3 St SE,390
2021-09-22,12 Ave West of 8 St SW,504
2021-09-22,5 Street North of 15 Ave SW,441
2021-09-22,5 Street North of 5 Ave SW,541
2021-09-22,5 Street North of 9 Ave SW,782
2021-09-22,9 Ave West of 4 Street SE,194
2021-09-22,Bow River Pathway,1061
2021-09-22,Edmonton Tr North of Memorial Dr,183
2021-09-22,Inglewood Bird Sanctuary,313
2021-09-22,Memorial Drive at 19 St NW,1018
2021-09-22,Memorial Drive at Prince's Island,796
2021-09-22,Nose Creek,473
2021-09-22,Peace Bridge,1193
2021-09-22,South Glenmore,459
2021-09-23,10 Street North of 5 Ave NW,316
2021-09-23,12 Ave West of 2 St SW,498
2021-09-23,12 Ave West of 3 St SE,381
2021-09-23,12 Ave West of 8 St SW,509
2021-09-23,5 Street North of 15 Ave SW,476
2021-09-23,5 Street North of 5 Ave SW,594
2021-09-23,5 Street North of 9 Ave SW,776
2021-09-23,9 Ave West of 4 Street SE,199
2021-09-23,Bow River Pathway,1060
2021-09-23,Edmonton Tr North of Memorial Dr,161
2021-09-23,Inglewood Bird Sanctuary,346
2021-09-23,Memorial Drive at 19 St NW,1044
2021-09-23,Memorial Drive at Prince's Island,799
2021-09-23,Nose Creek,465
2021-09-23,Peace Bridge,1428
2021-09-23,South Glenmore,1017
2021-09-24,10 Street North of 5 Ave NW,372
2021-09-24,12 Ave West of 2 St SW,561
2021-09-24,12 Ave West of 3 St SE,491
2021-09-24,12 Ave West of 8 St SW,542
2021-09-24,5 Street North of 15 Ave SW,564
2021-09-24,5 Street North of 5 Ave SW,617
2021-09-24,5 Street North of 9 Ave SW,923
2021-09-24,9 Ave West of 4 Street SE,229
2021-09-24,Bow River Pathway,1215
2021-09-24,Edmonton Tr North of Memorial Dr,203
2021-09-24,Inglewood Bird Sanctuary,468
2021-09-24,Memorial Drive at 19 St NW,1364
2021-09-24,Memorial Drive at Prince's Island,1172
2021-09-24,Nose Creek,598
2021-09-24,Peace Bridge,1852
2021-09-24,South Glenmore,1420
2021-09-25,10 Street North of 5 Ave NW,274
2021-09-25,12 Ave West of 2 St SW,474
2021-09-25,12 Ave West of 3 St SE,493
2021-09-25,12 Ave West of 8 St SW,412
2021-09-25,5 Street North of 15 Ave SW,437
2021-09-25,5 Street North of 5 Ave SW,437
2021-09-25,5 Street North of 9 Ave SW,644
2021-09-25,9 Ave West of 4 Street SE,189
2021-09-25,Bow River Pathway,1224
2021-09-25,Edmonton Tr North of Memorial Dr,175
2021-09-25,Inglewood Bird Sanctuary,635
2021-09-25,Memorial Drive at 19 St NW,1422
2021-09-25,Memorial Drive at Prince's Island,371
2021-09-25,Nose Creek,717
2021-09-25,Peace Bridge,2209
2021-09-25,South Glenmore,1296
2021-09-26,10 Street North of 5 Ave NW,296
2021-09-26,12 Ave West of 2 St SW,422
2021-09-26,12 Ave West of 3 St SE,445
2021-09-26,12 Ave West of 8 St SW,421
2021-09-26,5 Street North of 15 Ave SW,393
2021-09-26,5 Street North of 5 Ave SW,434
2021-09-26,5 Street North of 9 Ave SW,573
2021-09-26,9 Ave West of 4 Street SE,158
2021-09-26,Bow River Pathway,1556
2021-09-26,Edmonton Tr North of Memorial Dr,181
2021-09-26,Inglewood Bird Sanctuary,830
2021-09-26,Memorial Drive at 19 St NW,1780
2021-09-26,Memorial Drive at Prince's Island,411
2021-09-26,Nose Creek,925
2021-09-26,Peace Bridge,2029
2021-09-26,South Glenmore,2653
2021-09-27,10 Street North of 5 Ave NW,351
2021-09-27,12 Ave West of 2 St SW,469
2021-09-27,12 Ave West of 3 St SE,407
2021-09-27,12 Ave West of 8 St SW,537
2021-09-27,5 Street North of 15 Ave SW,493
2021-09-27,5 Street North of 5 Ave SW,625
2021-09-27,5 Street North of 9 Ave SW,865
2021-09-27,9 Ave West of 4 Street SE,198
2021-09-27,Bow River Pathway,1328
2021-09-27,Edmonton Tr North of Memorial Dr,173
2021-09-27,Inglewood Bird Sanctuary,437
2021-09-27,Memorial Drive at 19 St NW,1217
2021-09-27,Memorial Drive at Prince's Island,930
2021-09-27,Nose Creek,559
2021-09-27,Peace Bridge,1470
2021-09-27,South Glenmore,1405
2021-09-28,10 Street North of 5 Ave NW,317
2021-09-28,12 Ave West of 2 St SW,498
2021-09-28,12 Ave West of 3 St SE,402
2021-09-28,12 Ave West of 8 St SW,517
2021-09-28,5 Street North of 15 Ave SW,471
2021-09-28,5 Street North of 5 Ave SW,590
2021-09-28,5 Street North of 9 Ave SW,806
2021-09-28,9 Ave West of 4 Street SE,219
2021-09-28,Bow River Pathway,1030
2021-09-28,Edmonton Tr North of Memorial Dr,157
2021-09-28,Inglewood Bird Sanctuary,292
2021-09-28,Memorial Drive at 19 St NW,955
2021-09-28,Memorial Drive at Prince's Island,770
2021-09-28,Nose Creek,409
2021-09-28,Peace Bridge,1238
2021-09-28,South Glenmore,859
2021-09-29,10 Street North of 5 Ave NW,354
2021-09-29,12 Ave West of 2 St SW,531
2021-09-29,12 Ave West of 3 St SE,423
2021-09-29,12 Ave West of 8 St SW,571
2021-09-29,5 Street North of 15 Ave SW,511
2021-09-29,5 Street North of 5 Ave SW,633
2021-09-29,5 Street North of 9 Ave SW,874
2021-09-29,9 Ave West of 4 Street SE,304
2021-09-29,Bow River Pathway,1107
2021-09-29,Edmonton Tr North of Memorial Dr,172
2021-09-29,Inglewood Bird Sanctuary,403
2021-09-29,Memorial Drive at 19 St NW,1136
2021-09-29,Memorial Drive at Prince's Island,892
2021-09-29,Nose Creek,534
2021-09-29,Peace Bridge,1139
2021-09-29,South Glenmore,974
2021-09-30,10 Street North of 5 Ave NW,311
2021-09-30,12 Ave West of 2 St SW,457
2021-09-30,12 Ave West of 3 St SE,373
2021-09-30,12 Ave West of 8 St SW,494
2021-09-30,5 Street North of 15 Ave SW,516
2021-09-30,5 Street North of 5 Ave SW,597
2021-09-30,5 Street North of 9 Ave SW,787
2021-09-30,9 Ave West of 4 Street SE,304
2021-09-30,Bow River Pathway,1243
2021-09-30,Edmonton Tr North of Memorial Dr,159
2021-09-30,Inglewood Bird Sanctuary,548
2021-09-30,Memorial Drive at 19 St NW,1305
2021-09-30,Memorial Drive at Prince's Island,1091
2021-09-30,Nose Creek,584
2021-09-30,Peace Bridge,1566
2021-09-30,South Glenmore,1200
2021-10-01,10 Street North of 5 Ave NW,338
2021-10-01,12 Ave West of 2 St SW,474
2021-10-01,12 Ave West of 3 St SE,408
2021-10-01,12 Ave West of 8 St SW,560
2021-10-01,5 Street North of 15 Ave SW,445
2021-10-01,5 Street North of 5 Ave SW,521
2021-10-01,5 Street North of 9 Ave SW,776
2021-10-01,9 Ave West of 4 Street SE,293
2021-10-01,Bow River Pathway,998
2021-10-01,Edmonton Tr North of Memorial Dr,169
2021-10-01,Inglewood Bird Sanctuary,446
2021-10-01,Memorial Drive at 19 St NW,1035
2021-10-01,Memorial Drive at Prince's Island,985
2021-10-01,Nose Creek,565
2021-10-01,Peace Bridge,1426
2021-10-01,South Glenmore,629
2021-10-02,10 Street North of 5 Ave NW,181
2021-10-02,12 Ave West of 2 St SW,384
2021-10-02,12 Ave West of 3 St SE,334
2021-10-02,12 Ave West of 8 St SW,360
2021-10-02,5 Street North of 15 Ave SW,293
2021-10-02,5 Street North of 5 Ave SW,268
2021-10-02,5 Street North of 9 Ave SW,405
2021-10-02,9 Ave West of 4 Street SE,266
2021-10-02,Bow River Pathway,795
2021-10-02,Edmonton Tr North of Memorial Dr,140
2021-10-02,Inglewood Bird Sanctuary,497
2021-10-02,Memorial Drive at 19 St NW,868
2021-10-02,Memorial Drive at Prince's Island,273
2021-10-02,Nose Creek,487
2021-10-02,Peace Bridge,1307
2021-10-02,South Glenmore,987
2021-10-03,10 Street North of 5 Ave NW,277
2021-10-03,12 Ave West of 2 St SW,438
2021-10-03,12 Ave West of 3 St SE,419
2021-10-03,12 Ave West of 8 St SW,489
2021-10-03,5 Street North of 15 Ave SW,401
2021-10-03,5 Street North of 5 Ave SW,399
2021-10-03,5 Street North of 9 Ave SW,567
2021-10-03,9 Ave West of 4 Street SE,213
2021-10-03,Bow River Pathway,1358
2021-10-03,Edmonton Tr North of Memorial Dr,227
2021-10-03,Inglewood Bird Sanctuary,949
2021-10-03,Memorial Drive at 19 St NW,1759
2021-10-03,Memorial Drive at Prince's Island,367
2021-10-03,Nose Creek,872
2021-10-03,Peace Bridge,1955
2021-10-03,South Glenmore,1329
2021-10-04,10 Street North of 5 Ave NW,274
2021-10-04,12 Ave West of 2 St SW,419
2021-10-04,12 Ave West of 3 St SE,331
2021-10-04,12 Ave West of 8 St SW,465
2021-10-04,5 Street North of 15 Ave SW,347
2021-10-04,5 Street North of 5 Ave SW,514
2021-10-04,5 Street North of 9 Ave SW,644
2021-10-04,9 Ave West of 4 Street SE,321
2021-10-04,Bow River Pathway,845
2021-10-04,Edmonton Tr North of Memorial Dr,140
2021-10-04,Inglewood Bird Sanctuary,269
2021-10-04,Memorial Drive at 19 St NW,788
2021-10-04,Memorial Drive at Prince's Island,646
2021-10-04,Nose Creek,382
2021-10-04,Peace Bridge,855
2021-10-04,South Glenmore,700
2021-10-05,10 Street North of 5 Ave NW,348
2021-10-05,12 Ave West of 2 St SW,496
2021-10-05,12 Ave West of 3 St SE,403
2021-10-05,12 Ave West of 8 St SW,555
2021-10-05,5 Street North of 15 Ave SW,461
2021-10-05,5 Street North of 5 Ave SW,567
2021-10-05,5 Street North of 9 Ave SW,776
2021-10-05,9 Ave West of 4 Street SE,326
2021-10-05,Bow River Pathway,1084
2021-10-05,Edmonton Tr North of Memorial Dr,149
2021-10-05,Inglewood Bird Sanctuary,432
2021-10-05,Memorial Drive at 19 St NW,1041
2021-10-05,Memorial Drive at Prince's Island,868
2021-10-05,Nose Creek,529
2021-10-05,Peace Bridge,1246
2021-10-05,South Glenmore,1138
2021-10-06,10 Street North of 5 Ave NW,324
2021-10-06,12 Ave West of 2 St SW,408
2021-10-06,12 Ave West of 3 St SE,290
2021-10-06,12 Ave West of 8 St SW,483
2021-10-06,5 Street North of 15 Ave SW,385
2021-10-06,5 Street North of 5 Ave SW,471
2021-10-06,5 Street North of 9 Ave SW,657
2021-10-06,9 Ave West of 4 Street SE,378
2021-10-06,Bow River Pathway,676
2021-10-06,Edmonton Tr North of Memorial Dr,120
2021-10-06,Inglewood Bird Sanctuary,227
2021-10-06,Memorial Drive at 19 St NW,663
2021-10-06,Memorial Drive at Prince's Island,478
2021-10-06,Nose Creek,338
2021-10-06,Peace Bridge,771
2021-10-06,South Glenmore,1099
2021-10-07,10 Street North of 5 Ave NW,281
2021-10-07,12 Ave West of 2 St SW,399
2021-10-07,12 Ave West of 3 St SE,311
2021-10-07,12 Ave West of 8 St SW,481
2021-10-07,5 Street North of 15 Ave SW,347
2021-10-07,5 Street North of 5 Ave SW,478
2021-10-07,5 Street North of 9 Ave SW,638
2021-10-07,9 Ave West of 4 Street SE,392
2021-10-07,Bow River Pathway,732
2021-10-07,Edmonton Tr North of Memorial Dr,141
2021-10-07,Inglewood Bird Sanctuary,267
2021-10-07,Memorial Drive at 19 St NW,745
2021-10-07,Memorial Drive at Prince's Island,574
2021-10-07,Nose Creek,328
2021-10-07,Peace Bridge,791
2021-10-07,South Glenmore,689
2021-10-08,10 Street North of 5 Ave NW,219
2021-10-08,12 Ave West of 2 St SW,435
2021-10-08,12 Ave West of 3 St SE,349
2021-10-08,12 Ave West of 8 St SW,459
2021-10-08,5 Street North of 15 Ave SW,329
2021-10-08,5 Street North of 5 Ave SW,405
2021-10-08,5 Street North of 9 Ave SW,601
2021-10-08,9 Ave West of 4 Street SE,222
2021-10-08,Bow River Pathway,704
2021-10-08,Edmonton Tr North of Memorial Dr,151
2021-10-08,Inglewood Bird Sanctuary,262
2021-10-08,Memorial Drive at 19 St NW,738
2021-10-08,Memorial Drive at Prince's Island,631
2021-10-08,Nose Creek,356
2021-10-08,Peace Bridge,997
2021-10-08,South Glenmore,794
2021-10-09,10 Street North of 5 Ave NW,177
2021-10-09,12 Ave West of 2 St SW,338
2021-10-09,12 Ave West of 3 St SE,339
2021-10-09,12 Ave West of 8 St SW,374
2021-10-09,5 Street North of 15 Ave SW,259
2021-10-09,5 Street North of 5 Ave SW,243
2021-10-09,5 Street North of 9 Ave SW,405
2021-10-09,9 Ave West of 4 Street SE,181
2021-10-09,Bow River Pathway,811
2021-10-09,Edmonton Tr North of Memorial Dr,145
2021-10-09,Inglewood Bird Sanctuary,543
2021-10-09,Memorial Drive at 19 St NW,1032
2021-10-09,Memorial Drive at Prince's Island,229
2021-10-09,Nose Creek,520
2021-10-09,Peace Bridge,1381
2021-10-09,South Glenmore,931
2021-10-10,10 Street North of 5 Ave NW,105
2021-10-10,12 Ave West of 2 St SW,184
2021-10-10,12 Ave West of 3 St SE,162
2021-10-10,12 Ave West of 8 St SW,174
2021-10-10,5 Street North of 15 Ave SW,136
2021-10-10,5 Street North of 5 Ave SW,125
2021-10-10,5 Street North of 9 Ave SW,191
2021-10-10,9 Ave West of 4 Street SE,155
2021-10-10,Bow River Pathway,271
2021-10-10,Edmonton Tr North of Memorial Dr,58
2021-10-10,Inglewood Bird Sanctuary,131
2021-10-10,Memorial Drive at 19 St NW,349
2021-10-10,Memorial Drive at Prince's Island,97
2021-10-10,Nose Creek,160
2021-10-10,Peace Bridge,519
2021-10-10,South Glenmore,509
2021-10-11,10 Street North of 5 Ave NW,68
2021-10-11,12 Ave West of 2 St SW,150
2021-10-11,12 Ave West of 3 St SE,116
2021-10-11,12 Ave West of 8 St SW,135
2021-10-11,5 Street North of 15 Ave SW,143
2021-10-11,5 Street North of 5 Ave SW,125
2021-10-11,5 Street North of 9 Ave SW,178
2021-10-11,9 Ave West of 4 Street SE,102
2021-10-11,Bow River Pathway,227
2021-10-11,Edmonton Tr North of Memorial Dr,65
2021-10-11,Inglewood Bird Sanctuary,125
2021-10-11,Memorial Drive at 19 St NW,294
2021-10-11,Memorial Drive at Prince's Island,111
2021-10-11,Nose Creek,160
2021-10-11,Peace Bridge,492
2021-10-11,South Glenmore,410
2021-10-12,10 Street North of 5 Ave NW,211
2021-10-12,12 Ave West of 2 St SW,346
2021-10-12,12 Ave West of 3 St SE,241
2021-10-12,12 Ave West of 8 St SW,331
2021-10-12,5 Street North of 15 Ave SW,269
2021-10-12,5 Street North of 5 Ave SW,369
2021-10-12,5 Street North of 9 Ave SW,507
2021-10-12,9 Ave West of 4 Street SE,231
2021-10-12,Bow River Pathway,592
2021-10-12,Edmonton Tr North of Memorial Dr,89
2021-10-12,Inglewood Bird Sanctuary,143
2021-10-12,Memorial Drive at 19 St NW,482
2021-10-12,Memorial Drive at Prince's Island,379
2021-10-12,Nose Creek,216
2021-10-12,Peace Bridge,570
2021-10-12,South Glenmore,429
2021-10-13,10 Street North of 5 Ave NW,179
2021-10-13,12 Ave West of 2 St SW,285
2021-10-13,12 Ave West of 3 St SE,191
2021-10-13,12 Ave West of 8 St SW,339
2021-10-13,5 Street North of 15 Ave SW,257
2021-10-13,5 Street North of 5 Ave SW,342
2021-10-13,5 Street North of 9 Ave SW,458
2021-10-13,9 Ave West of 4 Street SE,229
2021-10-13,Bow River Pathway,420
2021-10-13,Edmonton Tr North of Memorial Dr,80
2021-10-13,Inglewood Bird Sanctuary,99
2021-10-13,Memorial Drive at 19 St NW,394
2021-10-13,Memorial Drive at Prince's Island,272
2021-10-13,Nose Creek,159
2021-10-13,Peace Bridge,471
2021-10-13,South Glenmore,131
2021-10-14,10 Street North of 5 Ave NW,244
2021-10-14,12 Ave West of 2 St SW,351
2021-10-14,12 Ave West of 3 St SE,241
2021-10-14,12 Ave West of 8 St SW,392
2021-10-14,5 Street North of 15 Ave SW,317
2021-10-14,5 Street North of 5 Ave SW,362
2021-10-14,5 Street North of 9 Ave SW,535
2021-10-14,9 Ave West of 4 Street SE,175
2021-10-14,Bow River Pathway,633
2021-10-14,Edmonton Tr North of Memorial Dr,105
2021-10-14,Inglewood Bird Sanctuary,212
2021-10-14,Memorial Drive at 19 St NW,619
2021-10-14,Memorial Drive at Prince's Island,462
2021-10-14,Nose Creek,295
2021-10-14,Peace Bridge,751
2021-10-14,South Glenmore,840
2021-10-15,10 Street North of 5 Ave NW,203
2021-10-15,12 Ave West of 2 St SW,418
2021-10-15,12 Ave West of 3 St SE,330
2021-10-15,12 Ave West of 8 St SW,398
2021-10-15,5 Street North of 15 Ave SW,332
2021-10-15,5 Street North of 5 Ave SW,383
2021-10-15,5 Street North of 9 Ave SW,558
2021-10-15,9 Ave West of 4 Street SE,207
2021-10-15,Bow River Pathway,518
2021-10-15,Edmonton Tr North of Memorial Dr,102
2021-10-15,Inglewood Bird Sanctuary,209
2021-10-15,Memorial Drive at 19 St NW,524
2021-10-15,Memorial Drive at Prince's Island,467
2021-10-15,Nose Creek,255
2021-10-15,Peace Bridge,833
2021-10-15,South Glenmore,944
2021-10-16,10 Street North of 5 Ave NW,263
2021-10-16,12 Ave West of 2 St SW,424
2021-10-16,12 Ave West of 3 St SE,388
2021-10-16,12 Ave West of 8 St SW,431
2021-10-16,5 Street North of 15 Ave SW,338
2021-10-16,5 Street North of 5 Ave SW,347
2021-10-16,5 Street North of 9 Ave SW,489
2021-10-16,9 Ave West of 4 Street SE,133
2021-10-16,Bow River Pathway,915
2021-10-16,Edmonton Tr North of Memorial Dr,166
2021-10-16,Inglewood Bird Sanctuary,611
2021-10-16,Memorial Drive at 19 St NW,1275
2021-10-16,Memorial Drive at Prince's Island,260
2021-10-16,Nose Creek,701
2021-10-16,Peace Bridge,1399
2021-10-16,South Glenmore,1070
2021-10-17,10 Street North of 5 Ave NW,287
2021-10-17,12 Ave West of 2 St SW,431
2021-10-17,12 Ave West of 3 St SE,425
2021-10-17,12 Ave West of 8 St SW,386
2021-10-17,5 Street North of 15 Ave SW,307
2021-10-17,5 Street North of 5 Ave SW,386
2021-10-17,5 Street North of 9 Ave SW,443
2021-10-17,9 Ave West of 4 Street SE,137
2021-10-17,Bow River Pathway,1271
2021-10-17,Edmonton Tr North of Memorial Dr,32
2021-10-17,Inglewood Bird Sanctuary,914
2021-10-17,Memorial Drive at 19 St NW,1578
2021-10-17,Memorial Drive at Prince's Island,361
2021-10-17,Nose Creek,987
2021-10-17,Peace Bridge,1520
2021-10-17,South Glenmore,896
2021-10-18,10 Street North of 5 Ave NW,214
2021-10-18,12 Ave West of 2 St SW,319
2021-10-18,12 Ave West of 3 St SE,230
2021-10-18,12 Ave West of 8 St SW,368
2021-10-18,5 Street North of 15 Ave SW,241
2021-10-18,5 Street North of 5 Ave SW,368
2021-10-18,5 Street North of 9 Ave SW,454
2021-10-18,9 Ave West of 4 Street SE,177
2021-10-18,Bow River Pathway,455
2021-10-18,Edmonton Tr North of Memorial Dr,79
2021-10-18,Inglewood Bird Sanctuary,126
2021-10-18,Memorial Drive at 19 St NW,440
2021-10-18,Memorial Drive at Prince's Island,286
2021-10-18,Nose Creek,192
2021-10-18,Peace Bridge,509
2021-10-18,South Glenmore,97
2021-10-19,10 Street North of 5 Ave NW,264
2021-10-19,12 Ave West of 2 St SW,361
2021-10-19,12 Ave West of 3 St SE,271
2021-10-19,12 Ave West of 8 St SW,373
2021-10-19,5 Street North of 15 Ave SW,323
2021-10-19,5 Street North of 5 Ave SW,431
2021-10-19,5 Street North of 9 Ave SW,541
2021-10-19,9 Ave West of 4 Street SE,408
